"ERROR","python.flask.security.open-redirect.open-redirect","security/fixtures/open-redirect-vulnerable.py",33,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's host name. See the references for more information."
"ERROR","python.flask.security.open-redirect.open-redirect","security/fixtures/open-redirect-vulnerable.py",39,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's host name. See the references for more information."
"ERROR","python.flask.security.open-redirect.open-redirect","security/fixtures/open-redirect-vulnerable.py",75,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's host name. See the references for more information."
"WARNING","python.flask.security.audit.debug-enabled.debug-enabled","security/fixtures/open-redirect-vulnerable.py",81,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
"WARNING","python.lang.security.audit.exec-detected.exec-detected","spotify_debugger.py",195,"Detected the use of exec(). exec() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources."
"ERROR","generic.secrets.security.detected-google-oauth-access-token.detected-google-oauth-access-token","test_enhanced_logging.py",27,"Google OAuth Access Token detected"
"ERROR","python.lang.security.audit.subprocess-shell-true.subprocess-shell-true","test_idempotency_simple.py",11,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead."
"ERROR","generic.secrets.security.detected-google-oauth-access-token.detected-google-oauth-access-token","test_oauth_fix.py",23,"Google OAuth Access Token detected"
"ERROR","generic.secrets.security.detected-google-oauth-access-token.detected-google-oauth-access-token","test_oauth_success_flow.py",58,"Google OAuth Access Token detected"
"ERROR","generic.secrets.security.detected-google-oauth-access-token.detected-google-oauth-access-token","test_user_data_saving.py",99,"Google OAuth Access Token detected"
